id,cc,sex,gen,dob,day,sire,dam
407,black,F,F2,2/29/1996,TH,31,10
408,white,F,F2,3/3/1996,SU,49,37
409,white,F,F2,3/3/1996,SU,49,37
410,black,F,F2,3/3/1996,SU,49,37
411,tan,F,F2,3/3/1996,SU,49,37
412,white,F,F2,3/3/1996,SU,49,37
413,tan,M,F2,3/3/1996,SU,49,37
414,white,M,F2,3/3/1996,SU,49,37
415,white,M,F2,3/3/1996,SU,49,37
417,white,F,F2,3/3/1996,SU,49,37
418,white,F,F2,3/3/1996,SU,49,37
420,white,F,F2,3/3/1996,SU,49,37
422,white,M,F2,3/8/1996,F,42,2
424,black,M,F2,3/8/1996,F,42,2
425,white,F,F2,3/8/1996,F,42,2
426,white,M,F2,3/8/1996,F,42,2
428,black,F,F2,3/8/1996,F,42,2
429,white,M,F2,3/8/1996,F,42,2
431,white,M,F2,3/8/1996,F,42,2
433,white,F,F2,3/8/1996,F,42,2
436,white,M,F2,3/14/1996,TH,27,11
437,white,M,F2,3/14/1996,TH,27,11
438,black,M,F2,3/14/1996,TH,27,11
439,black,M,F2,3/14/1996,TH,27,11
441,***,F,F2,3/14/1996,TH,27,11
443,black,M,F2,3/14/1996,TH,27,11
445,black,M,F2,3/14/1996,TH,27,11
446,black,M,F2,3/14/1996,TH,27,11
447,black,M,F2,3/17/1996,SU,41,36
451,white,M,F2,3/17/1996,SU,41,36
452,white,M,F2,3/17/1996,SU,41,36
453,***,F,F2,3/17/1996,SU,41,36
454,black,F,F2,3/17/1996,SU,41,36
455,black,M,F2,3/17/1996,SU,41,36
458,tan,F,F2,3/17/1996,SU,24,6
459,black,M,F2,3/17/1996,SU,24,6
460,tan,F,F2,3/17/1996,SU,24,6
461,tan,M,F2,3/17/1996,SU,24,6
462,white,F,F2,3/17/1996,SU,24,6
463,tan,F,F2,3/17/1996,SU,24,6
466,black,F,F2,3/17/1996,SU,24,6
467,black,M,F2,3/17/1996,SU,24,6
468,black,F,F2,3/17/1996,SU,24,6
470,white,F,F2,3/17/1996,SU,29,35
472,tan,M,F2,3/17/1996,SU,29,35
473,black,M,F2,3/17/1996,SU,29,35
474,black,F,F2,3/17/1996,SU,29,35
475,black,M,F2,3/17/1996,SU,29,35
476,black,M,F2,3/17/1996,SU,29,35
478,black,M,F2,3/17/1996,SU,29,35
