id,cc,sex,gen,dob,day,sire,dam
3511,black,M,F4,9/4/1996,W,1365,1550
3512,black,F,F4,9/4/1996,W,1365,1550
3518,black,M,F4,9/4/1996,W,1313,1664
3526,black,F,F4,9/4/1996,W,1313,1664
3528,white,M,F4,9/4/1996,W,1588,1577
3529,black,F,F4,9/4/1996,W,1588,1577
3605,white,F,F4,9/5/1996,Th,1604,1225
3606,white,M,F4,9/5/1996,Th,1604,1225
3610,black,M,F4,9/5/1996,Th,1575,1569
3617,white,F,F4,9/5/1996,Th,1575,1569
3628,,F,F4,9/5/1996,Th,1477,1411
3632,black,M,F4,9/5/1996,Th,1477,1411
3636,,M,F4,9/5/1996,Th,1699,1623
3645,white,F,F4,9/5/1996,Th,1699,1623
3661,black,F,F4,9/5/1996,Th,1526,1540
3667,black,F,F4,9/5/1996,Th,1525,1563
3672,black,M,F4,9/5/1996,Th,1525,1563
3680,black,F,F4,9/5/1996,Th,1530,1466
3743,black,F,F4,9/6/1996,F,1207,1597
3744,black,M,F4,9/6/1996,F,1207,1597
3746,white,M,F4,9/6/1996,F,1638,1677
3747,tan,F,F4,9/6/1996,F,1638,1677
3756,black,M,F4,9/6/1996,F,1381,1685
3759,black,F,F4,9/6/1996,F,1381,1685
3762,black,F,F4,9/6/1996,F,1609,1202
3765,black,M,F4,9/6/1996,F,1609,1202
3775,tan,M,F4,9/6/1996,F,1619,1332
3777,black,F,F4,9/6/1996,F,1619,1332
3795,black,M,F4,9/6/1996,F,1688,1612
3803,black,F,F4,9/6/1996,F,1688,1612
3818,white,F,F4,9/6/1996,F,1182,1422
3835,black,F,F4,9/7/1996,Sa,1585,1734
3838,black,M,F4,9/7/1996,Sa,1585,1734
3867,black,F,F4,9/9/1996,M,1191,1310
3869,black,M,F4,9/9/1996,M,1754,1594
3872,black,M,F4,9/9/1996,M,1754,1594
3941,black,F,F4,9/12/1996,Th,1747,1782
3948,black,M,F4,9/12/1996,Th,1747,1782
3950,tan,M,F4,9/12/1996,Th,1668,1839
4014,tan,M,F4,9/14/1996,Sa,1521,1789
4020,black,F,F4,9/14/1996,Sa,1721,1762
4025,black,M,F4,9/14/1996,Sa,1729,1831
4026,tan,F,F4,9/14/1996,Sa,1729,1831
4041,white,M,F4,9/14/1996,Sa,1825,1708
4043,black,F,F4,9/14/1996,Sa,1825,1708
4044,black,F,F4,9/14/1996,Sa,1819,1696
4046,white,M,F4,9/14/1996,Sa,1819,1696
4054,black,M,F4,9/14/1996,Sa,1834,1738
4058,white,F,F4,9/14/1996,Sa,1834,1738
4071,white,M,F4,9/17/1996,Tu,1885,1817
4078,black,F,F4,9/17/1996,Tu,1885,1817
4080,white,M,F4,9/19/1996,Th,1862,1766
4082,white,M,F4,9/19/1996,Th,1862,1766
4100,tan,F,F4,9/19/1996,Th,1566,1855
4104,black,M,F4,9/19/1996,Th,1566,1855
4109,white,F,F4,9/19/1996,Th,1848,1927
4110,white,F,F4,9/19/1996,Th,1848,1927
4138,black,M,F4,9/19/1996,Th,1899,1884
4139,black,F,F4,9/19/1996,Th,1899,1884
4143,black,F,F4,9/19/1996,Th,1961,1799
4157,black,F,F4,9/19/1996,Th,1973,1775
4165,black,M,F4,9/19/1996,Th,1973,1775
4180,tan,F,F4,9/20/1996,F,1949,1943
4187,white,M,F4,9/20/1996,F,1949,1943
4208,black,F,F4,9/20/1996,F,1893,1644
4243,white,F,F4,9/20/1996,F,1629,1959
4256,tan,F,F4,9/20/1996,F,1655,1919
4258,tan,M,F4,9/20/1996,F,1655,1919
4264,tan,M,F4,9/20/1996,F,1791,1894
4267,black,F,F4,9/20/1996,F,1791,1894
4274,tan,M,F4,9/21/1996,Sa,1672,1750
4295,white,F,F4,9/21/1996,Sa,1917,1826
4302,white,F,F4,9/21/1996,Sa,1800,1868
4306,white,M,F4,9/21/1996,Sa,1800,1868
4331,black,F,F4,9/21/1996,Sa,1876,1970
4333,black,M,F4,9/21/1996,Sa,1876,1970
4346,black,M,F4,9/21/1996,Sa,1778,1626
4350,black,F,F4,9/21/1996,Sa,1778,1626
4419,black,M,F4,9/27/1996,F,1857,1645
4424,black,F,F4,9/27/1996,F,1857,1645
