id,cc,sex,gen,dob,day,sire,dam
10976,white,F,F8,9/13/1997,Sa,8956,9289
10997,black,M,F8,9/16/1997,Tu,9351,8740
11016,white,M,F8,9/18/1997,Th,8693,9032
11017,white,F,F8,9/18/1997,Th,8693,9032
11040,tan,F,F8,9/18/1997,Th,9410,8745
11072,tan,F,F8,9/20/1997,Su,8665,9147
11075,tan,M,F8,9/20/1997,Su,8665,9147
11106,black,F,F8,9/26/1997,F,9519,9631
11111,black,F,F8,9/26/1997,F,9285,9637
11118,black,M,F8,9/26/1997,F,9285,9637
11149,black,M,F8,9/27/1997,Sa,9611,9661
11157,tan,M,F8,9/28/1997,Su,9609,9355
11159,black,F,F8,9/28/1997,Su,9609,9355
11162,black,F,F8,9/28/1997,Su,8822,9372
11163,black,M,F8,9/28/1997,Su,8822,9372
11172,white,F,F8,9/29/1997,M,9806,9689
11178,white,M,F8,9/29/1997,M,9806,9689
11180,white,F,F8,9/29/1997,M,9717,9613
11186,black,M,F8,9/29/1997,M,9717,9613
11207,tan,F,F8,9/29/1997,M,9919,9841
11209,tan,M,F8,9/29/1997,M,9919,9841
11228,black,F,F8,9/30/1997,Tu,9632,9799
11231,black,M,F8,9/30/1997,Tu,9632,9799
11233,black,M,F8,9/30/1997,Tu,9821,9793
11237,black,F,F8,9/30/1997,Tu,9821,9793
11251,white,F,F8,10/1/1997,W,9567,9824
11256,white,M,F8,10/1/1997,W,9567,9824
11264,white,M,F8,10/1/1997,W,9794,9912
11268,white,F,F8,10/1/1997,W,9948,9359
11275,white,M,F8,10/1/1997,W,9948,9359
11314,tan,F,F8,10/2/1997,Th,8824,9323
11317,tan,M,F8,10/2/1997,Th,8824,9323
11334,black,F,F8,10/2/1997,Th,9935,9780
11336,black,M,F8,10/2/1997,Th,9935,9780
11344,white,F,F8,10/2/1997,Th,9856,9568
11346,white,M,F8,10/2/1997,Th,9856,9568
11352,black,F,F8,10/2/1997,Th,9774,9857
11353,black,M,F8,10/2/1997,Th,9774,9857
11355,white,M,F8,10/2/1997,Th,9870,9413
11365,black,F,F8,10/2/1997,Th,9822,9879
11394,white,M,F8,10/3/1997,F,9845,9538
11398,white,M,F8,10/3/1997,F,9626,9927
11408,black,M,F8,10/3/1997,F,9805,9936
11411,black,F,F8,10/3/1997,F,9805,9936
11426,white,M,F8,10/3/1997,F,9814,9875
11430,tan,M,F8,10/3/1997,F,9899,9782
11436,white,F,F8,10/3/1997,F,9899,9782
11465,white,F,F8,10/4/1997,Sa,9871,9811
11467,black,F,F8,10/4/1997,Sa,9619,9969
11495,white,F,F8,10/6/1997,M,9684,10015
11506,black,M,F8,10/6/1997,M,9684,10015
11510,tan,M,F8,10/6/1997,M,10021,9675
11512,black,F,F8,10/6/1997,M,10021,9675
11524,black,M,F8,10/6/1997,M,9667,10059
11526,black,F,F8,10/6/1997,M,9880,10051
11531,white,M,F8,10/6/1997,M,10071,9750
11533,white,F,F8,10/6/1997,M,10071,9750
11545,black,F,F8,10/6/1997,M,9902,10075
11552,black,M,F8,10/6/1997,M,9902,10075
11555,tan,F,F8,10/6/1997,M,9944,10087
11557,tan,M,F8,10/6/1997,M,9944,10087
11571,black,F,F8,10/7/1997,Tu,10025,9586
11590,black,F,F8,10/7/1997,Tu,9723,10020
11596,black,M,F8,10/7/1997,Tu,10088,9869
11607,black,F,F8,10/7/1997,Tu,9915,9695
11608,white,M,F8,10/7/1997,Tu,9915,9695
11616,black,F,F8,10/7/1997,Tu,9741,10115
11617,black,M,F8,10/7/1997,Tu,9741,10115
11642,black,F,F8,10/9/1997,Th,9550,10125
11655,white,F,F8,10/9/1997,Th,10061,10117
11664,black,M,F8,10/9/1997,Th,10061,10117
11666,black,F,F8,10/10/1997,F,9994,10142
11701,black,M,F8,10/11/1997,Sa,10128,10137
11702,black,F,F8,10/11/1997,Sa,10128,10137
11712,white,F,F8,10/13/1997,M,9593,9758
11737,black,M,F8,10/14/1997,Tu,9864,9752
11739,black,F,F8,10/14/1997,Tu,10187,9975
11741,black,M,F8,10/14/1997,Tu,10187,9975
11749,black,M,F8,10/15/1997,W,9548,10179
11750,black,F,F8,10/15/1997,W,9548,10179
11765,black,F,F8,10/16/1997,Th,9835,10181
11766,black,M,F8,10/16/1997,Th,9835,10181
11770,white,F,F8,10/16/1997,Th,9659,10101
11780,black,F,F8,10/16/1997,Th,10195,9720
11790,black,F,F8,10/17/1997,F,9971,9523
11792,black,M,F8,10/17/1997,F,9971,9523
11798,black,F,F8,10/17/1997,F,9779,10202
11822,black,M,F8,10/18/1997,Sa,10201,9818
11824,black,F,F8,10/18/1997,Sa,10201,9818
11831,black,F,F8,10/18/1997,Sa,10217,9620
11834,black,M,F8,10/18/1997,Sa,10217,9620
11838,white,M,F8,10/18/1997,Sa,9596,9666
11845,,F,F8,10/18/1997,Sa,9596,9666
11864,black,M,F8,10/20/1997,M,9775,10239
11865,black,F,F8,10/20/1997,M,9775,10239
11908,black,F,F8,10/22/1997,W,10283,9840
11910,black,M,F8,10/22/1997,W,10283,9840
11919,black,M,F8,10/22/1997,W,9722,10135
11922,white,M,F8,10/22/1997,W,9710,10244
11930,black,F,F8,10/22/1997,W,9924,10274
11931,black,M,F8,10/22/1997,W,9924,10274
11938,tan,M,F8,10/22/1997,W,10258,9995
11948,black,M,F8,10/22/1997,W,10275,10129
11949,black,F,F8,10/22/1997,W,10275,10129
11973,tan,M,F8,10/26/1997,Su,9697,9516
11974,tan,F,F8,10/26/1997,Su,9697,9516
11978,white,F,F8,10/27/1997,M,10241,10026
11984,black,M,F8,10/27/1997,M,10241,10026
11989,tan,F,F8,10/27/1997,M,9683,9670
11991,tan,M,F8,10/27/1997,M,9683,9670
