id,cc,sex,gen,dob,day,sire,dam
5530,black,M,F5,11/30/1996,Sa,3274,2960
5570,black,F,F5,12/1/1996,Su,3379,3345
5571,black,M,F5,12/1/1996,Su,3379,3345
5572,black,M,F5,12/1/1996,Su,3379,3345
5580,,F,F5,11/30/1996,Sa,3394,3387
5581,,M,F5,11/30/1996,Sa,3394,3387
5588,tan,F,F5,12/2/1996,M,3384,2782
5589,white,M,F5,12/2/1996,M,3384,2782
5591,tan,F,F5,12/2/1996,M,3384,2782
5601,white,M,F5,12/4/1996,W,2720,2676
5612,black,F,F5,12/4/1996,W,3337,3055
5617,black,M,F5,12/4/1996,W,2780,3475
5619,black,M,F5,12/4/1996,W,2780,3475
5621,white,F,F5,12/4/1996,W,2780,3475
5627,tan,F,F5,12/4/1996,W,3483,3329
5637,white,F,F5,12/4/1996,W,3511,3269
5644,black,M,F5,12/4/1996,W,3511,3269
5646,white,M,F5,12/4/1996,W,3511,3269
5657,black,F,F5,12/5/1996,Th,3518,3504
5658,black,M,F5,12/5/1996,Th,3518,3504
5676,white,M,F5,12/5/1996,Th,3528,3512
5689,white,M,F5,12/5/1996,Th,3795,3818
5690,black,F,F5,12/5/1996,Th,3795,3818
5706,white,M,F5,12/6/1996,F,3217,3529
5707,black,F,F5,12/6/1996,F,3217,3529
5741,black,M,F5,12/6/1996,F,3485,3661
5747,black,F,F5,12/6/1996,F,3485,3661
5750,black,M,F5,12/6/1996,F,3485,3661
5757,black,M,F5,12/6/1996,F,3744,3225
5761,black,F,F5,12/6/1996,F,3744,3225
5765,black,M,F5,12/6/1996,F,3257,3667
5776,tan,M,F5,12/7/1996,Sa,3756,3494
5783,black,M,F5,12/7/1996,Sa,3403,3762
5784,black,M,F5,12/7/1996,Sa,3403,3762
5785,white,M,F5,12/7/1996,Sa,3746,3777
5788,white,F,F5,12/7/1996,Sa,3746,3777
5792,black,F,F5,12/7/1996,Sa,3746,3777
5814,black,F,F5,12/7/1996,Sa,3505,3803
5817,black,F,F5,12/7/1996,Sa,3505,3803
5822,white,F,F5,12/7/1996,Sa,3209,3645
5823,black,M,F5,12/7/1996,Sa,3209,3645
5829,white,F,F5,12/7/1996,Sa,3209,3645
5832,black,M,F5,12/7/1996,Sa,3080,3617
5835,black,F,F5,12/7/1996,Sa,3080,3617
5843,black,F,F5,12/7/1996,Sa,3610,3743
5844,white,M,F5,12/7/1996,Sa,3610,3743
5867,black,M,F5,12/8/1996,Su,3059,3835
5870,black,F,F5,12/8/1996,Su,3059,3835
5880,tan,F,F5,12/8/1996,Su,3270,3605
5883,white,M,F5,12/8/1996,Su,3270,3605
5939,black,M,F5,12/10/1996,Tu,3838,3281
5941,black,F,F5,12/10/1996,Tu,3838,3281
5958,black,F,F5,12/13/1996,F,3235,3941
5961,black,M,F5,12/13/1996,F,3235,3941
6020,black,M,F5,12/14/1996,Sa,3948,3207
6024,black,F,F5,12/14/1996,Sa,3948,3207
6028,black,F,F5,12/14/1996,Sa,3948,3207
6046,tan,F,F5,12/16/1996,M,3304,4043
6051,tan,F,F5,12/16/1996,M,3304,4043
6053,white,F,F5,12/16/1996,M,3775,4044
6058,black,M,F5,12/16/1996,M,3775,4044
6062,white,M,F5,12/17/1996,Tu,4041,3414
6070,white,F,F5,12/17/1996,Tu,4041,3414
6094,black,F,F5,12/17/1996,Tu,4025,3400
6096,black,M,F5,12/17/1996,Tu,4025,3400
6110,black,M,F5,12/18/1996,W,4014,3680
6117,black,F,F5,12/18/1996,W,4014,3680
6122,white,F,F5,12/18/1996,W,3409,4058
6126,white,F,F5,12/18/1996,W,3409,4058
6130,white,M,F5,12/18/1996,W,3409,4058
6158,white,M,F5,12/23/1996,M,3869,3293
6166,white,M,F5,12/23/1996,M,3869,3293
6169,white,F,F5,12/23/1996,M,3869,3293
6176,black,F,F5,12/23/1996,M,4054,4110
6201,black,F,F5,12/24/1996,Tu,3672,4208
6231,tan,M,F5,12/24/1996,Tu,4187,4350
6233,black,M,F5,12/24/1996,Tu,4187,4350
6236,white,F,F5,12/24/1996,Tu,4274,4295
6238,white,M,F5,12/24/1996,Tu,4274,4295
6239,tan,F,F5,12/24/1996,Tu,4274,4295
6261,black,F,F5,12/24/1996,Tu,4333,4078
6265,black,M,F5,12/24/1996,Tu,4333,4078
6282,black,M,F5,12/25/1996,W,3765,4109
6291,black,M,F5,12/25/1996,W,3950,4143
6292,tan,M,F5,12/25/1996,W,3950,4143
6293,white,F,F5,12/25/1996,W,3950,4143
6303,tan,F,F5,12/25/1996,W,2785,4100
6327,white,M,F5,12/25/1996,W,3606,4243
6333,tan,F,F5,12/25/1996,W,4138,4256
6341,tan,M,F5,12/25/1996,W,4138,4256
6344,tan,M,F5,12/25/1996,W,4138,4256
6346,tan,M,F5,12/25/1996,W,4258,3867
6347,tan,F,F5,12/25/1996,W,4258,3867
6349,black,F,F5,12/25/1996,W,4258,3867
6378,black,M,F5,12/26/1996,Th,4104,3488
6387,white,F,F5,12/26/1996,Th,4080,3526
6388,white,M,F5,12/26/1996,Th,4080,3526
6394,black,F,F5,12/26/1996,Th,4165,3759
6398,black,M,F5,12/26/1996,Th,4165,3759
6403,white,F,F5,12/26/1996,Th,4071,4302
6405,white,M,F5,12/26/1996,Th,4071,4302
6406,black,M,F5,12/26/1996,Th,4071,4302
6414,black,M,F5,12/26/1996,Th,3632,4180
6418,black,F,F5,12/26/1996,Th,4046,4331
6424,black,M,F5,12/26/1996,Th,4046,4331
6433,white,F,F5,12/26/1996,Th,4346,4139
6435,black,M,F5,12/26/1996,Th,4346,4139
6441,white,F,F5,12/26/1996,Th,4082,4026
6458,black,F,F5,12/27/1996,F,3636,4020
6462,white,M,F5,12/27/1996,F,3636,4020
6475,black,F,F5,12/27/1996,F,4264,4424
6481,tan,F,F5,12/27/1996,F,4264,4424
6495,white,M,F5,12/28/1996,Sa,4419,4267
6505,tan,F,F5,12/26/1996,Th,4306,3747
6507,black,F,F5,12/26/1996,Th,4306,3747
6550,black,F,F5,1/1/1997,W,3496,4157
6554,black,M,F5,1/1/1997,W,3496,4157
6605,black,M,F5,1/8/1997,W,3872,3628
6606,black,F,F5,1/8/1997,W,3872,3628
